Price,Close,High,Low,Open,Volume,50_MA,200_MA,Volatility,Daily Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2019-04-22,48.993858337402344,49.09207210290908,48.469257203029855,48.586634897548564,77758000,44.249505310058595,,1.7185103333108438,0.0032865222123812377
2019-04-23,49.70050811767578,49.76518591703758,48.84294153906798,48.96989936235323,93292000,44.42710289001465,,1.7154139298218454,0.014423231895863475
2019-04-24,49.623863220214844,49.94005893632176,49.597513272610435,49.67177121900122,70162400,44.607862854003905,,1.7104770004560852,-0.0015421350880249207
2019-04-25,49.17351531982422,49.76758248967233,49.135187462377075,49.54480867165891,74172800,44.77262092590332,,1.6681506603247773,-0.009075228552684944
2019-04-26,48.938758850097656,49.10643864125826,48.41655189460286,49.08248281888732,74596400,44.936085357666016,,1.6249207419254283,-0.004774042860261396
2019-04-29,49.01301574707031,49.33879518664974,48.83335804851868,48.96270998321195,88818800,45.098064498901365,,1.6011082464836965,0.0015173432820416721
2019-04-30,48.069217681884766,48.72317073961693,47.695530220323526,48.6417267862296,186139600,45.24298828125,,1.5601124211565993,-0.01925607006220509
2019-05-01,50.42872619628906,51.57613857993993,50.11971286557231,50.27541841873172,259309200,45.432658996582035,,1.5896654487891293,0.049085644164612585
2019-05-02,50.10055160522461,50.93895435796423,49.856219720416995,50.26583730415948,127985200,45.61049644470215,,1.5990645181527847,-0.006507691465119758
2019-05-03,50.72335433959961,50.74491238510654,50.35924706540956,50.517346709417154,83569600,45.80543701171875,,1.6892530116578284,0.012431055435925709
2019-05-06,49.9400520324707,50.02628788042311,48.747125848417014,48.93636369676356,129772400,45.975560913085936,,1.694861613070718,-0.015442636184598402
2019-05-07,48.593814849853516,49.68613308120218,48.10754163418861,49.31723754540804,155054800,46.11272346496582,,1.623883189849384,-0.02695706407638243
2019-05-08,48.6034049987793,49.187892088109535,48.32793126404143,48.363861349391236,105358000,46.249598846435546,,1.5083874455163087,0.00019735328365166893
2019-05-09,48.08120346069336,48.3111633261349,47.10865679131575,48.004547735448746,139634400,46.37344299316406,,1.4018261166873762,-0.010744134862548216
2019-05-10,47.41511154174805,47.816693222920144,46.35465865703237,47.4728247360462,164834800,46.492205505371096,,1.2932534353317118,-0.013853478511407169
2019-05-13,44.65936279296875,45.56351397580666,43.96922628473015,45.137891635823976,229722400,46.54713386535644,,1.3626573908258648,-0.0581196302017114
2019-05-14,45.366336822509766,45.61641996040873,44.58482197139578,44.825288079430855,146118800,46.611985778808595,,1.3920590760254168,0.01583036535515281
2019-05-15,45.909793853759766,46.10938118524635,44.73151126508504,44.791627798572975,106178800,46.68923973083496,,1.4201701057134788,0.01197930159924998
2019-05-16,45.70779800415039,46.282511852423546,45.40961871090756,45.66691920631592,132125600,46.76729263305664,,1.4704261342283962,-0.0043998422265368875
2019-05-17,45.44809341430664,45.9049775417883,44.9094480232914,44.950326820447415,131516400,46.84982887268066,,1.5354680016861069,-0.005681844262551583
2019-05-20,44.026939392089844,44.329929040318554,43.35123020710624,44.13034172783792,154449200,46.90197784423828,,1.7014004339666546,-0.031269827080786405
2019-05-21,44.870967864990234,45.20761887831059,44.414080153517354,44.539123530988135,113459200,46.942310104370115,,1.7958910204983078,0.019170727844235236
2019-05-22,43.95240020751953,44.65696789660756,43.89709402341663,44.40447771902691,118994400,46.95464126586914,,1.9363452330485158,-0.02047131366175403
2019-05-23,43.2021369934082,43.413744649619424,42.75727327586627,43.235802097979615,146118800,46.94813453674316,,2.1083162852298214,-0.017069903135414455
2019-05-24,43.03622055053711,43.798497688677664,42.95205594327224,43.33199284223706,94858800,46.928631896972654,,2.268671513232327,-0.003840468421652643
2019-05-28,42.85826110839844,43.42576110727096,42.781313883904495,43.02418326240235,111792800,46.89412010192871,,2.419443020396985,-0.004135108517015262
2019-05-29,42.65387725830078,43.12759576068828,42.32203287185921,42.42302819181503,113924800,46.8464176940918,,2.5625700940292466,-0.004768832071388118
